action_taken,action_taken_name,agency_code,agency_abbr,agency_name,applicant_ethnicity,applicant_ethnicity_name,applicant_income_000s,applicant_race_1,applicant_race_2,applicant_race_3,applicant_race_4,applicant_race_5,applicant_race_name_1,applicant_race_name_2,applicant_race_name_3,applicant_race_name_4,applicant_race_name_5,applicant_sex,applicant_sex_name,application_date_indicator,as_of_year,census_tract_number,co_applicant_ethnicity,co_applicant_ethnicity_name,co_applicant_race_1,co_applicant_race_2,co_applicant_race_3,co_applicant_race_4,co_applicant_race_5,co_applicant_race_name_1,co_applicant_race_name_2,co_applicant_race_name_3,co_applicant_race_name_4,co_applicant_race_name_5,co_applicant_sex,co_applicant_sex_name,county_code,county_name,denial_reason_1,denial_reason_2,denial_reason_3,denial_reason_name_1,denial_reason_name_2,denial_reason_name_3,edit_status,edit_status_name,hoepa_status,hoepa_status_name,lien_status,lien_status_name,loan_purpose,loan_purpose_name,loan_type,loan_type_name,msamd,msamd_name,owner_occupancy,owner_occupancy_name,preapproval,preapproval_name,property_type,property_type_name,purchaser_type,purchaser_type_name,respondent_id,sequence_number,state_code,state_abbr,state_name,hud_median_family_income,loan_amount_000s,number_of_1_to_4_family_units,number_of_owner_occupied_units,minority_population,population,rate_spread,tract_to_msamd_income
1,Loan originated,5,NCUA,National Credit Union Administration,3,"Information not provided by applicant in mail, Internet, or telephone application",117,6,,,,,"Information not provided by applicant in mail, Internet, or telephone application",,,,,1,Male,0,2014,0007.01,3,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,"Information not provided by applicant in mail, Internet, or telephone application",,,,,2,Female,20,Anchorage Municipality,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,11260,Anchorage - AK,1,Owner-occupied as a principal dwelling,1,Preapproval was requested,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),0000002285,0000890,2,AK,Alaska,84900,252,1726,1051,51.959999084472656,5949,,88.73999786376953
1,Loan originated,5,NCUA,National Credit Union Administration,2,Not Hispanic or Latino,289,5,,,,,White,,,,,1,Male,0,2014,0028.12,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,20,Anchorage Municipality,,,,,,,6,Quality edit failure only,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,11260,Anchorage - AK,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000003130,0000308,2,AK,Alaska,84900,509,2331,1998,18.690000534057617,7166,,173.4600067138672
1,Loan originated,5,NCUA,National Credit Union Administration,2,Not Hispanic or Latino,101,5,,,,,White,,,,,1,Male,0,2014,0023.03,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,20,Anchorage Municipality,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,2,FHA-insured,11260,Anchorage - AK,1,Owner-occupied as a principal dwelling,1,Preapproval was requested,1,One-to-four family dwelling (other than manufactured housing),7,"Life insurance company, credit union, mortgage bank, or finance company",0000005892,0000011,2,AK,Alaska,84900,333,2505,1859,41.959999084472656,9273,,85.9800033569336
1,Loan originated,5,NCUA,National Credit Union Administration,2,Not Hispanic or Latino,40,5,,,,,White,,,,,1,Male,0,2014,0022.01,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,20,Anchorage Municipality,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,2,FHA-insured,11260,Anchorage - AK,1,Owner-occupied as a principal dwelling,2,Preapproval was not requested,1,One-to-four family dwelling (other than manufactured housing),7,"Life insurance company, credit union, mortgage bank, or finance company",0000005892,0000020,2,AK,Alaska,84900,182,1875,1473,41.81999969482422,5053,,113.80000305175781
1,Loan originated,5,NCUA,National Credit Union Administration,3,"Information not provided by applicant in mail, Internet, or telephone application",266,6,,,,,"Information not provided by applicant in mail, Internet, or telephone application",,,,,1,Male,0,2014,0018.02,3,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,"Information not provided by applicant in mail, Internet, or telephone application",,,,,2,Female,20,Anchorage Municipality,,,,,,,6,Quality edit failure only,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,11260,Anchorage - AK,2,Not owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000003130,0000175,2,AK,Alaska,84900,174,1320,1027,51.959999084472656,5537,,82.55000305175781
1,Loan originated,5,NCUA,National Credit Union Administration,2,Not Hispanic or Latino,149,5,,,,,White,,,,,1,Male,0,2014,0008.00,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,170,Matanuska-Susitna Borough,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,11260,Anchorage - AK,2,Not owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),0000002285,0001065,2,AK,Alaska,84900,170,1844,867,20.389999389648438,4895,,67.66000366210938
1,Loan originated,5,NCUA,National Credit Union Administration,3,"Information not provided by applicant in mail, Internet, or telephone application",94,6,,,,,"Information not provided by applicant in mail, Internet, or telephone application",,,,,3,"Information not provided by applicant in mail, Internet, or telephone application",0,2014,0027.12,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,20,Anchorage Municipality,,,,,,,6,Quality edit failure only,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,11260,Anchorage - AK,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000003130,0000363,2,AK,Alaska,84900,279,3002,2152,46.119998931884766,9068,,86.37999725341797
1,Loan originated,5,NCUA,National Credit Union Administration,2,Not Hispanic or Latino,96,5,,,,,White,,,,,1,Male,0,2014,0002.03,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,20,Anchorage Municipality,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,11260,Anchorage - AK,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),7,"Life insurance company, credit union, mortgage bank, or finance company",0000005892,0000055,2,AK,Alaska,84900,262,3541,3080,17.510000228881836,10549,,129.42999267578125
1,Loan originated,5,NCUA,National Credit Union Administration,2,Not Hispanic or Latino,64,5,,,,,White,,,,,1,Male,0,2014,0003.00,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,170,Matanuska-Susitna Borough,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,11260,Anchorage - AK,1,Owner-occupied as a principal dwelling,1,Preapproval was requested,1,One-to-four family dwelling (other than manufactured housing),7,"Life insurance company, credit union, mortgage bank, or finance company",0000005892,0000081,2,AK,Alaska,84900,200,2030,1494,13.399999618530273,5614,,114.33000183105469
1,Loan originated,5,NCUA,National Credit Union Administration,2,Not Hispanic or Latino,208,5,,,,,White,,,,,1,Male,0,2014,0027.12,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,20,Anchorage Municipality,,,,,,,6,Quality edit failure only,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,11260,Anchorage - AK,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000003130,0000216,2,AK,Alaska,84900,261,3002,2152,46.119998931884766,9068,,86.37999725341797
1,Loan originated,5,NCUA,National Credit Union Administration,2,Not Hispanic or Latino,150,5,,,,,White,,,,,1,Male,0,2014,0008.00,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,170,Matanuska-Susitna Borough,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,11260,Anchorage - AK,2,Not owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),0000002285,0001067,2,AK,Alaska,84900,178,1844,867,20.389999389648438,4895,,67.66000366210938
1,Loan originated,5,NCUA,National Credit Union Administration,2,Not Hispanic or Latino,248,5,,,,,White,,,,,1,Male,0,2014,0002.04,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,20,Anchorage Municipality,,,,,,,6,Quality edit failure only,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,11260,Anchorage - AK,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000003130,0000678,2,AK,Alaska,84900,560,1168,920,17.06999969482422,3381,,155.1300048828125
1,Loan originated,5,NCUA,National Credit Union Administration,2,Not Hispanic or Latino,71,5,,,,,White,,,,,1,Male,0,2014,0026.03,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,20,Anchorage Municipality,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,11260,Anchorage - AK,1,Owner-occupied as a principal dwelling,2,Preapproval was not requested,1,One-to-four family dwelling (other than manufactured housing),7,"Life insurance company, credit union, mortgage bank, or finance company",0000005892,0000065,2,AK,Alaska,84900,290,2177,1892,37.34000015258789,6341,,111.16999816894531
1,Loan originated,5,NCUA,National Credit Union Administration,4,Not applicable,,7,,,,,Not applicable,,,,,4,Not applicable,0,2014,0016.02,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,20,Anchorage Municipality,,,,,,,6,Quality edit failure only,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,11260,Anchorage - AK,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),7,"Life insurance company, credit union, mortgage bank, or finance company",0000005892,0000126,2,AK,Alaska,84900,135,1139,765,38.2599983215332,4224,,103.70999908447266
1,Loan originated,5,NCUA,National Credit Union Administration,2,Not Hispanic or Latino,86,5,,,,,White,,,,,2,Female,0,2014,0023.02,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,20,Anchorage Municipality,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,2,Home improvement,1,Conventional,11260,Anchorage - AK,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000005892,0000006,2,AK,Alaska,84900,21,1609,1169,36.7400016784668,4791,,111.62999725341797
4,Application withdrawn by applicant,5,NCUA,National Credit Union Administration,2,Not Hispanic or Latino,78,5,,,,,White,,,,,1,Male,0,2014,0006.01,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,170,Matanuska-Susitna Borough,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,2,Home improvement,2,FHA-insured,11260,Anchorage - AK,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000005912,0000008,2,AK,Alaska,84900,216,1510,1297,16.600000381469727,4481,,94.86000061035156
1,Loan originated,5,NCUA,National Credit Union Administration,2,Not Hispanic or Latino,101,5,,,,,White,,,,,1,Male,0,2014,0007.06,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,170,Matanuska-Susitna Borough,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,2,FHA-insured,11260,Anchorage - AK,1,Owner-occupied as a principal dwelling,1,Preapproval was requested,1,One-to-four family dwelling (other than manufactured housing),7,"Life insurance company, credit union, mortgage bank, or finance company",0000005892,0000015,2,AK,Alaska,84900,217,1804,1547,16.31999969482422,4974,,92.0199966430664
4,Application withdrawn by applicant,5,NCUA,National Credit Union Administration,2,Not Hispanic or Latino,227,5,,,,,White,,,,,2,Female,0,2014,0028.23,2,Not Hispanic or Latino,5,,,,,White,,,,,1,Male,20,Anchorage Municipality,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,11260,Anchorage - AK,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000005892,0000112,2,AK,Alaska,84900,332,1945,1648,15.850000381469727,5217,,194.9600067138672
4,Application withdrawn by applicant,5,NCUA,National Credit Union Administration,2,Not Hispanic or Latino,82,5,,,,,White,,,,,1,Male,0,2014,0025.01,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,20,Anchorage Municipality,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,11260,Anchorage - AK,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000005912,0000003,2,AK,Alaska,84900,204,1795,1338,38.150001525878906,4993,,105.11000061035156
1,Loan originated,5,NCUA,National Credit Union Administration,2,Not Hispanic or Latino,107,5,,,,,White,,,,,2,Female,0,2014,0002.02,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,20,Anchorage Municipality,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,11260,Anchorage - AK,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),7,"Life insurance company, credit union, mortgage bank, or finance company",0000005892,0000026,2,AK,Alaska,84900,424,2011,1621,19.709999084472656,5947,,104.98999786376953
3,Application denied by financial institution,5,NCUA,National Credit Union Administration,2,Not Hispanic or Latino,128,2,,,,,Asian,,,,,1,Male,0,2014,0007.01,2,Not Hispanic or Latino,2,,,,,Asian,,,,,2,Female,20,Anchorage Municipality,3,,,Credit history,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,11260,Anchorage - AK,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000005912,0000014,2,AK,Alaska,84900,263,1726,1051,51.959999084472656,5949,,88.73999786376953
3,Application denied by financial institution,5,NCUA,National Credit Union Administration,2,Not Hispanic or Latino,48,2,,,,,Asian,,,,,2,Female,0,2014,0007.02,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,20,Anchorage Municipality,1,,,Debt-to-income ratio,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,11260,Anchorage - AK,1,Owner-occupied as a principal dwelling,1,Preapproval was requested,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000005892,0000090,2,AK,Alaska,84900,157,1641,784,52.459999084472656,5107,,89.7699966430664
1,Loan originated,5,NCUA,National Credit Union Administration,2,Not Hispanic or Latino,71,5,,,,,White,,,,,2,Female,0,2014,0007.03,2,Not Hispanic or Latino,5,,,,,White,,,,,1,Male,20,Anchorage Municipality,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,11260,Anchorage - AK,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),6,"Commercial bank, savings bank or savings association",0000005912,0000010,2,AK,Alaska,84900,266,1560,929,57.779998779296875,5706,,56.900001525878906
1,Loan originated,5,NCUA,National Credit Union Administration,2,Not Hispanic or Latino,38,1,,,,,American Indian or Alaska Native,,,,,1,Male,0,2014,0026.02,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,20,Anchorage Municipality,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,3,VA-guaranteed,11260,Anchorage - AK,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),6,"Commercial bank, savings bank or savings association",0000005912,0000006,2,AK,Alaska,84900,255,1849,1588,41.04999923706055,5805,,117.41000366210938
1,Loan originated,5,NCUA,National Credit Union Administration,2,Not Hispanic or Latino,103,2,5,,,,Asian,White,,,,2,Female,0,2014,0010.00,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,20,Anchorage Municipality,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,11260,Anchorage - AK,2,Not owner-occupied as a principal dwelling,1,Preapproval was requested,1,One-to-four family dwelling (other than manufactured housing),7,"Life insurance company, credit union, mortgage bank, or finance company",0000005892,0000041,2,AK,Alaska,84900,110,926,458,46.209999084472656,4131,,72.62999725341797
1,Loan originated,5,NCUA,National Credit Union Administration,2,Not Hispanic or Latino,77,1,,,,,American Indian or Alaska Native,,,,,2,Female,0,2014,0026.01,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,20,Anchorage Municipality,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,2,FHA-insured,11260,Anchorage - AK,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),7,"Life insurance company, credit union, mortgage bank, or finance company",0000005912,0000022,2,AK,Alaska,84900,219,1460,698,48.88999938964844,4784,,88.02999877929688
4,Application withdrawn by applicant,5,NCUA,National Credit Union Administration,2,Not Hispanic or Latino,93,5,,,,,White,,,,,2,Female,0,2014,0022.01,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,20,Anchorage Municipality,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,2,Home improvement,1,Conventional,11260,Anchorage - AK,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000005892,0000115,2,AK,Alaska,84900,50,1875,1473,41.81999969482422,5053,,113.80000305175781
1,Loan originated,5,NCUA,National Credit Union Administration,2,Not Hispanic or Latino,65,4,,,,,Native Hawaiian or Other Pacific Islander,,,,,2,Female,0,2014,0022.01,2,Not Hispanic or Latino,4,,,,,Native Hawaiian or Other Pacific Islander,,,,,1,Male,20,Anchorage Municipality,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,2,FHA-insured,11260,Anchorage - AK,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),6,"Commercial bank, savings bank or savings association",0000005912,0000013,2,AK,Alaska,84900,199,1875,1473,41.81999969482422,5053,,113.80000305175781
