action_taken,action_taken_name,agency_code,agency_abbr,agency_name,applicant_ethnicity,applicant_ethnicity_name,applicant_income_000s,applicant_race_1,applicant_race_2,applicant_race_3,applicant_race_4,applicant_race_5,applicant_race_name_1,applicant_race_name_2,applicant_race_name_3,applicant_race_name_4,applicant_race_name_5,applicant_sex,applicant_sex_name,application_date_indicator,as_of_year,census_tract_number,co_applicant_ethnicity,co_applicant_ethnicity_name,co_applicant_race_1,co_applicant_race_2,co_applicant_race_3,co_applicant_race_4,co_applicant_race_5,co_applicant_race_name_1,co_applicant_race_name_2,co_applicant_race_name_3,co_applicant_race_name_4,co_applicant_race_name_5,co_applicant_sex,co_applicant_sex_name,county_code,county_name,denial_reason_1,denial_reason_2,denial_reason_3,denial_reason_name_1,denial_reason_name_2,denial_reason_name_3,edit_status,edit_status_name,hoepa_status,hoepa_status_name,lien_status,lien_status_name,loan_purpose,loan_purpose_name,loan_type,loan_type_name,msamd,msamd_name,owner_occupancy,owner_occupancy_name,preapproval,preapproval_name,property_type,property_type_name,purchaser_type,purchaser_type_name,respondent_id,sequence_number,state_code,state_abbr,state_name,hud_median_family_income,loan_amount_000s,number_of_1_to_4_family_units,number_of_owner_occupied_units,minority_population,population,rate_spread,tract_to_msamd_income
6,Loan purchased by the institution,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,129,5,,,,,White,,,,,1,Male,2,2011,0506.03,2,Not Hispanic or Latino,2,,,,,Asian,,,,,2,Female,135,Gwinnett County,,,,,,,,,2,Not a HOEPA loan,4,Not applicable,3,Refinancing,1,Conventional,12060,"Atlanta, Sandy Springs, Marietta - GA",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),8,Affiliate institution,0000852218,0412443,13,GA,Georgia,68300,366,5070,4674,11.140000343322754,14588,,124.3499984741211
6,Loan purchased by the institution,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,90,5,,,,,White,,,,,2,Female,2,2011,0304.01,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,67,Cobb County,,,,,,,,,2,Not a HOEPA loan,4,Not applicable,1,Home purchase,2,FHA-insured,12060,"Atlanta, Sandy Springs, Marietta - GA",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),8,Affiliate institution,0000852218,0411227,13,GA,Georgia,68300,151,2324,2040,19.780000686645508,7779,,135.4499969482422
3,Application denied by financial institution,9,CFPB,Consumer Financial Protection Bureau,3,"Information not provided by applicant in mail, Internet, or telephone application",43,6,,,,,"Information not provided by applicant in mail, Internet, or telephone application",,,,,3,"Information not provided by applicant in mail, Internet, or telephone application",0,2011,1531.06,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,35,Cuyahoga County,4,1,,Collateral,Debt-to-income ratio,,,,2,Not a HOEPA loan,2,Secured by a subordinate lien,2,Home improvement,1,Conventional,17460,"Cleveland, Elyria, Mentor - OH",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000723112,0045730,39,OH,Ohio,62800,9,1476,1305,4.409999847412109,3922,,123.70999908447266
3,Application denied by financial institution,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,28,3,,,,,Black or African American,,,,,1,Male,0,2011,1545.01,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,35,Cuyahoga County,1,,,Debt-to-income ratio,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,17460,"Cleveland, Elyria, Mentor - OH",2,Not owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000723112,0045834,39,OH,Ohio,62800,68,1564,1295,4.440000057220459,3874,,102.80000305175781
3,Application denied by financial institution,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,65,5,,,,,White,,,,,1,Male,0,2011,4083.02,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,103,Medina County,4,,,Collateral,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,17460,"Cleveland, Elyria, Mentor - OH",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000723112,0045816,39,OH,Ohio,62800,112,2362,2108,3.119999885559082,7572,,132.92999267578125
6,Loan purchased by the institution,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,66,5,,,,,White,,,,,2,Female,2,2011,0116.08,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,121,Fulton County,,,,,,,,,2,Not a HOEPA loan,4,Not applicable,3,Refinancing,2,FHA-insured,12060,"Atlanta, Sandy Springs, Marietta - GA",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),8,Affiliate institution,0000852218,0412631,13,GA,Georgia,68300,152,8685,8264,22.65999984741211,29341,,189.27999877929688
6,Loan purchased by the institution,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,43,3,,,,,Black or African American,,,,,1,Male,2,2011,1304.02,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,117,Forsyth County,,,,,,,,,2,Not a HOEPA loan,4,Not applicable,1,Home purchase,3,VA-guaranteed,12060,"Atlanta, Sandy Springs, Marietta - GA",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),8,Affiliate institution,0000852218,0411237,13,GA,Georgia,68300,192,2046,1384,16.18000030517578,6538,,85.80000305175781
6,Loan purchased by the institution,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,164,5,,,,,White,,,,,1,Male,2,2011,0114.15,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,121,Fulton County,,,,,,,,,2,Not a HOEPA loan,4,Not applicable,3,Refinancing,1,Conventional,12060,"Atlanta, Sandy Springs, Marietta - GA",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),8,Affiliate institution,0000852218,0411071,13,GA,Georgia,68300,417,3497,3404,14.029999732971191,10592,,227.05999755859375
6,Loan purchased by the institution,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,67,5,,,,,White,,,,,1,Male,2,2011,0303.23,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,67,Cobb County,,,,,,,,,2,Not a HOEPA loan,4,Not applicable,3,Refinancing,1,Conventional,12060,"Atlanta, Sandy Springs, Marietta - GA",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),8,Affiliate institution,0000852218,0411454,13,GA,Georgia,68300,198,2959,2827,10.319999694824219,9189,,175.27000427246094
6,Loan purchased by the institution,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,95,5,,,,,White,,,,,1,Male,2,2011,0312.02,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,67,Cobb County,,,,,,,,,2,Not a HOEPA loan,4,Not applicable,3,Refinancing,1,Conventional,12060,"Atlanta, Sandy Springs, Marietta - GA",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),8,Affiliate institution,0000852218,0411461,13,GA,Georgia,68300,402,1827,1319,45.2400016784668,8018,,97.05000305175781
3,Application denied by financial institution,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,24,3,,,,,Black or African American,,,,,2,Female,0,2011,1206.00,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,35,Cuyahoga County,3,,,Credit history,,,,,2,Not a HOEPA loan,1,Secured by a first lien,2,Home improvement,1,Conventional,17460,"Cleveland, Elyria, Mentor - OH",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000723112,0046016,39,OH,Ohio,62800,25,1822,760,99.63999938964844,4384,,48.7599983215332
6,Loan purchased by the institution,9,CFPB,Consumer Financial Protection Bureau,3,"Information not provided by applicant in mail, Internet, or telephone application",263,6,,,,,"Information not provided by applicant in mail, Internet, or telephone application",,,,,1,Male,2,2011,0116.09,3,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,"Information not provided by applicant in mail, Internet, or telephone application",,,,,2,Female,121,Fulton County,,,,,,,,,2,Not a HOEPA loan,4,Not applicable,3,Refinancing,1,Conventional,12060,"Atlanta, Sandy Springs, Marietta - GA",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),8,Affiliate institution,0000852218,0411330,13,GA,Georgia,68300,417,2739,2564,27.979999542236328,9401,,171.22000122070312
6,Loan purchased by the institution,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,77,5,,,,,White,,,,,1,Male,2,2011,0802.01,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,97,Douglas County,,,,,,,,,2,Not a HOEPA loan,4,Not applicable,3,Refinancing,2,FHA-insured,12060,"Atlanta, Sandy Springs, Marietta - GA",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),8,Affiliate institution,0000852218,0411553,13,GA,Georgia,68300,107,1834,1518,12.829999923706055,4871,,87.61000061035156
4,Application withdrawn by applicant,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,39,5,,,,,White,,,,,1,Male,0,2011,1069.00,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,35,Cuyahoga County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,17460,"Cleveland, Elyria, Mentor - OH",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000723112,0045903,39,OH,Ohio,62800,90,1461,1165,8.109999656677246,3798,,100.16999816894531
3,Application denied by financial institution,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,47,5,,,,,White,,,,,1,Male,0,2011,3108.00,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,55,Geauga County,7,,,Credit application incomplete,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,17460,"Cleveland, Elyria, Mentor - OH",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000723112,0045877,39,OH,Ohio,62800,79,2170,1989,2.259999990463257,6450,,142.9199981689453
3,Application denied by financial institution,9,CFPB,Consumer Financial Protection Bureau,3,"Information not provided by applicant in mail, Internet, or telephone application",47,6,,,,,"Information not provided by applicant in mail, Internet, or telephone application",,,,,3,"Information not provided by applicant in mail, Internet, or telephone application",0,2011,0102.00,3,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,"Information not provided by applicant in mail, Internet, or telephone application",,,,,3,"Information not provided by applicant in mail, Internet, or telephone application",93,Lorain County,3,,,Credit history,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,17460,"Cleveland, Elyria, Mentor - OH",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000723112,0046040,39,OH,Ohio,62800,105,1655,1474,2.759999990463257,4345,,148.22999572753906
3,Application denied by financial institution,9,CFPB,Consumer Financial Protection Bureau,3,"Information not provided by applicant in mail, Internet, or telephone application",77,6,,,,,"Information not provided by applicant in mail, Internet, or telephone application",,,,,1,Male,0,2011,1862.03,3,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,"Information not provided by applicant in mail, Internet, or telephone application",,,,,2,Female,35,Cuyahoga County,9,,,Other,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,17460,"Cleveland, Elyria, Mentor - OH",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000723112,0045861,39,OH,Ohio,62800,180,1320,1281,5.050000190734863,3997,,165.9600067138672
6,Loan purchased by the institution,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,38,5,,,,,White,,,,,2,Female,2,2011,0302.12,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,67,Cobb County,,,,,,,,,2,Not a HOEPA loan,4,Not applicable,1,Home purchase,2,FHA-insured,12060,"Atlanta, Sandy Springs, Marietta - GA",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),8,Affiliate institution,0000852218,0411574,13,GA,Georgia,68300,212,4164,3808,20.0,12760,,138.17999267578125
6,Loan purchased by the institution,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,114,3,,,,,Black or African American,,,,,1,Male,2,2011,1306.00,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,117,Forsyth County,,,,,,,,,2,Not a HOEPA loan,4,Not applicable,1,Home purchase,2,FHA-insured,12060,"Atlanta, Sandy Springs, Marietta - GA",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),8,Affiliate institution,0000852218,0411577,13,GA,Georgia,68300,289,9320,8497,9.380000114440918,27065,,162.24000549316406
3,Application denied by financial institution,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,85,5,,,,,White,,,,,1,Male,0,2011,0771.00,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,93,Lorain County,3,,,Credit history,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,17460,"Cleveland, Elyria, Mentor - OH",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000723112,0045902,39,OH,Ohio,62800,175,1281,1158,2.759999990463257,3371,,124.01000213623047
3,Application denied by financial institution,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,135,5,,,,,White,,,,,2,Female,0,2011,0103.00,2,Not Hispanic or Latino,5,,,,,White,,,,,1,Male,93,Lorain County,4,,,Collateral,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,17460,"Cleveland, Elyria, Mentor - OH",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000723112,0046081,39,OH,Ohio,62800,120,1698,1533,3.630000114440918,4596,,120.29000091552734
3,Application denied by financial institution,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,57,5,,,,,White,,,,,1,Male,0,2011,1841.05,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,35,Cuyahoga County,4,1,,Collateral,Debt-to-income ratio,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,17460,"Cleveland, Elyria, Mentor - OH",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000723112,0045966,39,OH,Ohio,62800,163,1413,1305,16.56999969482422,4974,,170.91000366210938
3,Application denied by financial institution,9,CFPB,Consumer Financial Protection Bureau,3,"Information not provided by applicant in mail, Internet, or telephone application",88,6,,,,,"Information not provided by applicant in mail, Internet, or telephone application",,,,,3,"Information not provided by applicant in mail, Internet, or telephone application",0,2011,1776.06,3,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,"Information not provided by applicant in mail, Internet, or telephone application",,,,,3,"Information not provided by applicant in mail, Internet, or telephone application",35,Cuyahoga County,3,1,,Credit history,Debt-to-income ratio,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,17460,"Cleveland, Elyria, Mentor - OH",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000723112,0045926,39,OH,Ohio,62800,138,1245,1218,4.329999923706055,3877,,107.5
6,Loan purchased by the institution,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,54,3,,,,,Black or African American,,,,,2,Female,2,2011,0114.14,2,Not Hispanic or Latino,3,,,,,Black or African American,,,,,1,Male,121,Fulton County,,,,,,,,,2,Not a HOEPA loan,4,Not applicable,1,Home purchase,2,FHA-insured,12060,"Atlanta, Sandy Springs, Marietta - GA",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),8,Affiliate institution,0000852218,0411589,13,GA,Georgia,68300,123,1575,1398,27.209999084472656,7454,,150.50999450683594
6,Loan purchased by the institution,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,141,6,,,,,"Information not provided by applicant in mail, Internet, or telephone application",,,,,1,Male,2,2011,0227.00,2,Not Hispanic or Latino,6,,,,,"Information not provided by applicant in mail, Internet, or telephone application",,,,,2,Female,89,DeKalb County,,,,,,,,,2,Not a HOEPA loan,4,Not applicable,3,Refinancing,2,FHA-insured,12060,"Atlanta, Sandy Springs, Marietta - GA",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),8,Affiliate institution,0000852218,0411565,13,GA,Georgia,68300,336,1608,1019,68.5999984741211,4080,,72.79000091552734
3,Application denied by financial institution,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,248,5,,,,,White,,,,,1,Male,0,2011,2051.00,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,85,Lake County,4,,,Collateral,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,17460,"Cleveland, Elyria, Mentor - OH",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000723112,0046094,39,OH,Ohio,62800,302,1422,1319,3.2899999618530273,3832,,159.6699981689453
6,Loan purchased by the institution,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,79,5,,,,,White,,,,,2,Female,2,2011,0910.01,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,57,Cherokee County,,,,,,,,,2,Not a HOEPA loan,4,Not applicable,3,Refinancing,2,FHA-insured,12060,"Atlanta, Sandy Springs, Marietta - GA",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),8,Affiliate institution,0000852218,0412660,13,GA,Georgia,68300,134,797,553,14.970000267028809,2292,,77.87000274658203
6,Loan purchased by the institution,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,73,5,,,,,White,,,,,1,Male,2,2011,0502.02,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,135,Gwinnett County,,,,,,,,,2,Not a HOEPA loan,4,Not applicable,1,Home purchase,1,Conventional,12060,"Atlanta, Sandy Springs, Marietta - GA",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),8,Affiliate institution,0000852218,0411582,13,GA,Georgia,68300,253,5517,5232,20.6299991607666,18593,,147.1699981689453
3,Application denied by financial institution,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,17,5,,,,,White,,,,,2,Female,0,2011,1782.01,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,35,Cuyahoga County,7,,,Credit application incomplete,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,17460,"Cleveland, Elyria, Mentor - OH",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000723112,0045995,39,OH,Ohio,62800,26,1422,1279,3.809999942779541,3698,,87.77999877929688
