action_taken,action_taken_name,agency_code,agency_abbr,agency_name,applicant_ethnicity,applicant_ethnicity_name,applicant_income_000s,applicant_race_1,applicant_race_2,applicant_race_3,applicant_race_4,applicant_race_5,applicant_race_name_1,applicant_race_name_2,applicant_race_name_3,applicant_race_name_4,applicant_race_name_5,applicant_sex,applicant_sex_name,application_date_indicator,as_of_year,census_tract_number,co_applicant_ethnicity,co_applicant_ethnicity_name,co_applicant_race_1,co_applicant_race_2,co_applicant_race_3,co_applicant_race_4,co_applicant_race_5,co_applicant_race_name_1,co_applicant_race_name_2,co_applicant_race_name_3,co_applicant_race_name_4,co_applicant_race_name_5,co_applicant_sex,co_applicant_sex_name,county_code,county_name,denial_reason_1,denial_reason_2,denial_reason_3,denial_reason_name_1,denial_reason_name_2,denial_reason_name_3,edit_status,edit_status_name,hoepa_status,hoepa_status_name,lien_status,lien_status_name,loan_purpose,loan_purpose_name,loan_type,loan_type_name,msamd,msamd_name,owner_occupancy,owner_occupancy_name,preapproval,preapproval_name,property_type,property_type_name,purchaser_type,purchaser_type_name,respondent_id,sequence_number,state_code,state_abbr,state_name,hud_median_family_income,loan_amount_000s,number_of_1_to_4_family_units,number_of_owner_occupied_units,minority_population,population,rate_spread,tract_to_msamd_income
3,Application denied by financial institution,2,FRS,Federal Reserve System,2,Not Hispanic or Latino,138,5,,,,,White,,,,,1,Male,0,2010,1326.00,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,125,Oakland County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,47644,"Warren, Troy, Farmington Hills - MI",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000060143,0002724,26,MI,Michigan,79600,382,1097,1010,3.069999933242798,3255,,154.6999969482422
2,Application approved but not accepted,2,FRS,Federal Reserve System,2,Not Hispanic or Latino,101,5,,,,,White,,,,,1,Male,0,2010,1700.00,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,125,Oakland County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,47644,"Warren, Troy, Farmington Hills - MI",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000060143,0002713,26,MI,Michigan,79600,125,1037,964,3.259999990463257,2634,,120.26000213623047
3,Application denied by financial institution,2,FRS,Federal Reserve System,2,Not Hispanic or Latino,72,5,,,,,White,,,,,1,Male,0,2010,2304.00,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,99,Macomb County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,47644,"Warren, Troy, Farmington Hills - MI",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000060143,0002762,26,MI,Michigan,79600,109,1316,1203,4.099999904632568,3734,,100.7699966430664
1,Loan originated,2,FRS,Federal Reserve System,3,"Information not provided by applicant in mail, Internet, or telephone application",159,6,,,,,"Information not provided by applicant in mail, Internet, or telephone application",,,,,1,Male,0,2010,7301.00,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,93,Livingston County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,47644,"Warren, Troy, Farmington Hills - MI",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),5,Private securitization,0000060143,0002817,26,MI,Michigan,79600,108,1344,1257,3.549999952316284,3776,,106.38999938964844
1,Loan originated,2,FRS,Federal Reserve System,3,"Information not provided by applicant in mail, Internet, or telephone application",112,6,,,,,"Information not provided by applicant in mail, Internet, or telephone application",,,,,1,Male,0,2010,1842.00,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,125,Oakland County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,47644,"Warren, Troy, Farmington Hills - MI",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),5,Private securitization,0000060143,0002688,26,MI,Michigan,79600,167,1672,1309,4.409999847412109,4055,,86.5
1,Loan originated,2,FRS,Federal Reserve System,2,Not Hispanic or Latino,71,5,,,,,White,,,,,1,Male,0,2010,1930.00,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,125,Oakland County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,47644,"Warren, Troy, Farmington Hills - MI",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),5,Private securitization,0000060143,0002736,26,MI,Michigan,79600,154,1201,1149,9.770000457763672,3296,,139.69000244140625
1,Loan originated,2,FRS,Federal Reserve System,2,Not Hispanic or Latino,57,5,,,,,White,,,,,1,Male,0,2010,1574.00,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,125,Oakland County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,47644,"Warren, Troy, Farmington Hills - MI",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),5,Private securitization,0000060143,0002728,26,MI,Michigan,79600,68,503,605,21.829999923706055,1846,,152.10000610351562
1,Loan originated,2,FRS,Federal Reserve System,2,Not Hispanic or Latino,43,5,,,,,White,,,,,1,Male,0,2010,1273.00,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,125,Oakland County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,47644,"Warren, Troy, Farmington Hills - MI",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),5,Private securitization,0000060143,0002783,26,MI,Michigan,79600,82,1297,1107,6.170000076293945,4114,,118.05000305175781
1,Loan originated,2,FRS,Federal Reserve System,2,Not Hispanic or Latino,47,5,,,,,White,,,,,2,Female,0,2010,1832.00,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,125,Oakland County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,47644,"Warren, Troy, Farmington Hills - MI",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),5,Private securitization,0000060143,0002829,26,MI,Michigan,79600,93,1172,1002,5.340000152587891,3205,,93.55000305175781
2,Application approved but not accepted,2,FRS,Federal Reserve System,2,Not Hispanic or Latino,36,5,,,,,White,,,,,1,Male,0,2010,2242.00,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,99,Macomb County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,47644,"Warren, Troy, Farmington Hills - MI",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000060143,0002705,26,MI,Michigan,79600,94,2528,2298,6.420000076293945,6640,,87.97000122070312
1,Loan originated,2,FRS,Federal Reserve System,3,"Information not provided by applicant in mail, Internet, or telephone application",200,6,,,,,"Information not provided by applicant in mail, Internet, or telephone application",,,,,3,"Information not provided by applicant in mail, Internet, or telephone application",0,2010,1580.00,3,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,"Information not provided by applicant in mail, Internet, or telephone application",,,,,3,"Information not provided by applicant in mail, Internet, or telephone application",125,Oakland County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,47644,"Warren, Troy, Farmington Hills - MI",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),5,Private securitization,0000060143,0002750,26,MI,Michigan,79600,254,1406,1342,9.760000228881836,3945,,162.75
1,Loan originated,2,FRS,Federal Reserve System,2,Not Hispanic or Latino,124,5,,,,,White,,,,,1,Male,0,2010,2221.00,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,99,Macomb County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,47644,"Warren, Troy, Farmington Hills - MI",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),5,Private securitization,0000060143,0002731,26,MI,Michigan,79600,135,3138,2792,13.239999771118164,10588,,93.66999816894531
3,Application denied by financial institution,2,FRS,Federal Reserve System,3,"Information not provided by applicant in mail, Internet, or telephone application",208,6,,,,,"Information not provided by applicant in mail, Internet, or telephone application",,,,,3,"Information not provided by applicant in mail, Internet, or telephone application",0,2010,7306.00,3,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,"Information not provided by applicant in mail, Internet, or telephone application",,,,,3,"Information not provided by applicant in mail, Internet, or telephone application",93,Livingston County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,47644,"Warren, Troy, Farmington Hills - MI",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000060143,0002798,26,MI,Michigan,79600,187,1073,927,2.359999895095825,2966,,115.9000015258789
1,Loan originated,2,FRS,Federal Reserve System,2,Not Hispanic or Latino,160,5,,,,,White,,,,,1,Male,0,2010,1924.00,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,125,Oakland County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,2,Home improvement,1,Conventional,47644,"Warren, Troy, Farmington Hills - MI",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),5,Private securitization,0000060143,0002830,26,MI,Michigan,79600,174,1737,1669,9.579999923706055,5211,,157.7100067138672
1,Loan originated,2,FRS,Federal Reserve System,2,Not Hispanic or Latino,21,5,,,,,White,,,,,2,Female,0,2010,1407.00,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,125,Oakland County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,2,FHA-insured,47644,"Warren, Troy, Farmington Hills - MI",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),5,Private securitization,0000060143,0002718,26,MI,Michigan,79600,46,762,527,16.719999313354492,2225,,90.05000305175781
3,Application denied by financial institution,2,FRS,Federal Reserve System,2,Not Hispanic or Latino,52,5,,,,,White,,,,,1,Male,0,2010,7301.00,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,93,Livingston County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,47644,"Warren, Troy, Farmington Hills - MI",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000060143,0002770,26,MI,Michigan,79600,116,1344,1257,3.549999952316284,3776,,106.38999938964844
3,Application denied by financial institution,2,FRS,Federal Reserve System,2,Not Hispanic or Latino,46,5,,,,,White,,,,,2,Female,0,2010,2234.00,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,99,Macomb County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,47644,"Warren, Troy, Farmington Hills - MI",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000060143,0002735,26,MI,Michigan,79600,84,1785,1549,4.099999904632568,4605,,115.25
1,Loan originated,2,FRS,Federal Reserve System,3,"Information not provided by applicant in mail, Internet, or telephone application",150,6,,,,,"Information not provided by applicant in mail, Internet, or telephone application",,,,,3,"Information not provided by applicant in mail, Internet, or telephone application",0,2010,2215.00,3,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,"Information not provided by applicant in mail, Internet, or telephone application",,,,,3,"Information not provided by applicant in mail, Internet, or telephone application",99,Macomb County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,47644,"Warren, Troy, Farmington Hills - MI",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),5,Private securitization,0000060143,0002801,26,MI,Michigan,79600,150,319,292,2.9600000381469727,1015,,116.29000091552734
1,Loan originated,2,FRS,Federal Reserve System,2,Not Hispanic or Latino,132,5,,,,,White,,,,,2,Female,0,2010,1969.00,2,Not Hispanic or Latino,5,,,,,White,,,,,1,Male,125,Oakland County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,47644,"Warren, Troy, Farmington Hills - MI",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),5,Private securitization,0000060143,0002831,26,MI,Michigan,79600,216,1136,1095,23.479999542236328,3620,,145.67999267578125
1,Loan originated,2,FRS,Federal Reserve System,2,Not Hispanic or Latino,78,5,,,,,White,,,,,1,Male,0,2010,1838.00,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,125,Oakland County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,47644,"Warren, Troy, Farmington Hills - MI",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),5,Private securitization,0000060143,0002739,26,MI,Michigan,79600,87,2013,1672,4.389999866485596,4780,,98.61000061035156
1,Loan originated,2,FRS,Federal Reserve System,2,Not Hispanic or Latino,138,5,,,,,White,,,,,2,Female,0,2010,1348.00,2,Not Hispanic or Latino,5,,,,,White,,,,,1,Male,125,Oakland County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,47644,"Warren, Troy, Farmington Hills - MI",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),5,Private securitization,0000060143,0002775,26,MI,Michigan,79600,104,817,722,10.069999694824219,2144,,106.66999816894531
3,Application denied by financial institution,2,FRS,Federal Reserve System,3,"Information not provided by applicant in mail, Internet, or telephone application",12,6,,,,,"Information not provided by applicant in mail, Internet, or telephone application",,,,,3,"Information not provided by applicant in mail, Internet, or telephone application",0,2010,1345.00,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,125,Oakland County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,47644,"Warren, Troy, Farmington Hills - MI",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000060143,0002738,26,MI,Michigan,79600,50,976,934,5.670000076293945,3140,,125.54000091552734
3,Application denied by financial institution,1,OCC,Office of the Comptroller of the Currency,2,Not Hispanic or Latino,48,5,,,,,White,,,,,2,Female,0,2010,0121.06,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,13,Boulder County,7,,,Credit application incomplete,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,14500,Boulder - CO,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000000008,0131718,8,CO,Colorado,89600,222,1228,1117,14.569999694824219,3919,,134.9499969482422
1,Loan originated,2,FRS,Federal Reserve System,2,Not Hispanic or Latino,94,5,,,,,White,,,,,1,Male,0,2010,2241.00,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,99,Macomb County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,47644,"Warren, Troy, Farmington Hills - MI",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),5,Private securitization,0000060143,0002842,26,MI,Michigan,79600,179,1119,1011,6.21999979019165,3313,,123.51000213623047
2,Application approved but not accepted,2,FRS,Federal Reserve System,2,Not Hispanic or Latino,89,5,,,,,White,,,,,1,Male,0,2010,2214.00,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,99,Macomb County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,47644,"Warren, Troy, Farmington Hills - MI",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000060143,0002746,26,MI,Michigan,79600,83,825,689,3.0199999809265137,2089,,109.5
1,Loan originated,1,OCC,Office of the Comptroller of the Currency,2,Not Hispanic or Latino,69,5,,,,,White,,,,,2,Female,0,2010,0132.08,2,Not Hispanic or Latino,5,,,,,White,,,,,1,Male,13,Boulder County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,14500,Boulder - CO,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),8,Affiliate institution,0000000008,0131706,8,CO,Colorado,89600,168,2010,1716,11.130000114440918,5893,,102.87999725341797
1,Loan originated,2,FRS,Federal Reserve System,2,Not Hispanic or Latino,48,5,,,,,White,,,,,2,Female,0,2010,2225.00,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,99,Macomb County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,47644,"Warren, Troy, Farmington Hills - MI",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),5,Private securitization,0000060143,0002742,26,MI,Michigan,79600,50,1346,1182,2.680000066757202,3511,,118.9800033569336
1,Loan originated,1,OCC,Office of the Comptroller of the Currency,2,Not Hispanic or Latino,184,5,,,,,White,,,,,2,Female,0,2010,0127.07,2,Not Hispanic or Latino,5,,,,,White,,,,,1,Male,13,Boulder County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,14500,Boulder - CO,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),8,Affiliate institution,0000000008,0131752,8,CO,Colorado,89600,279,657,547,18.520000457763672,2128,,102.36000061035156
1,Loan originated,2,FRS,Federal Reserve System,3,"Information not provided by applicant in mail, Internet, or telephone application",42,6,,,,,"Information not provided by applicant in mail, Internet, or telephone application",,,,,1,Male,0,2010,2238.00,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,99,Macomb County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,47644,"Warren, Troy, Farmington Hills - MI",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),5,Private securitization,0000060143,0002852,26,MI,Michigan,79600,173,2028,1847,4.210000038146973,6418,,124.31999969482422
3,Application denied by financial institution,2,FRS,Federal Reserve System,2,Not Hispanic or Latino,27,5,,,,,White,,,,,2,Female,0,2010,1508.00,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,125,Oakland County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,47644,"Warren, Troy, Farmington Hills - MI",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000060143,0002751,26,MI,Michigan,79600,74,1595,1517,12.859999656677246,4221,,175.60000610351562
1,Loan originated,1,OCC,Office of the Comptroller of the Currency,2,Not Hispanic or Latino,156,5,,,,,White,,,,,1,Male,0,2010,0121.02,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,13,Boulder County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,14500,Boulder - CO,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),8,Affiliate institution,0000000008,0131710,8,CO,Colorado,89600,402,2430,1819,19.139999389648438,6970,,88.9000015258789
1,Loan originated,2,FRS,Federal Reserve System,3,"Information not provided by applicant in mail, Internet, or telephone application",90,6,,,,,"Information not provided by applicant in mail, Internet, or telephone application",,,,,3,"Information not provided by applicant in mail, Internet, or telephone application",0,2010,1837.00,3,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,"Information not provided by applicant in mail, Internet, or telephone application",,,,,3,"Information not provided by applicant in mail, Internet, or telephone application",125,Oakland County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,2,FHA-insured,47644,"Warren, Troy, Farmington Hills - MI",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),5,Private securitization,0000060143,0002745,26,MI,Michigan,79600,155,2320,1956,5.369999885559082,5826,,104.2300033569336
