action_taken,action_taken_name,agency_code,agency_abbr,agency_name,applicant_ethnicity,applicant_ethnicity_name,applicant_income_000s,applicant_race_1,applicant_race_2,applicant_race_3,applicant_race_4,applicant_race_5,applicant_race_name_1,applicant_race_name_2,applicant_race_name_3,applicant_race_name_4,applicant_race_name_5,applicant_sex,applicant_sex_name,application_date_indicator,as_of_year,census_tract_number,co_applicant_ethnicity,co_applicant_ethnicity_name,co_applicant_race_1,co_applicant_race_2,co_applicant_race_3,co_applicant_race_4,co_applicant_race_5,co_applicant_race_name_1,co_applicant_race_name_2,co_applicant_race_name_3,co_applicant_race_name_4,co_applicant_race_name_5,co_applicant_sex,co_applicant_sex_name,county_code,county_name,denial_reason_1,denial_reason_2,denial_reason_3,denial_reason_name_1,denial_reason_name_2,denial_reason_name_3,edit_status,edit_status_name,hoepa_status,hoepa_status_name,lien_status,lien_status_name,loan_purpose,loan_purpose_name,loan_type,loan_type_name,msamd,msamd_name,owner_occupancy,owner_occupancy_name,preapproval,preapproval_name,property_type,property_type_name,purchaser_type,purchaser_type_name,respondent_id,sequence_number,state_code,state_abbr,state_name,hud_median_family_income,loan_amount_000s,number_of_1_to_4_family_units,number_of_owner_occupied_units,minority_population,population,rate_spread,tract_to_msamd_income
1,Loan originated,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,83,5,,,,,White,,,,,1,Male,0,2013,0201.03,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,19,Brunswick County,,,,,,,6,Quality edit failure only,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,48900,Wilmington - NC,1,Owner-occupied as a principal dwelling,1,Preapproval was requested,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000617677,0128752,37,NC,North Carolina,62700,200,3257,2527,19.34000015258789,7052,,109.04000091552734
2,Application approved but not accepted,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,37,5,,,,,White,,,,,2,Female,0,2013,9201.03,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,141,Pender County,,,,,,,6,Quality edit failure only,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,3,VA-guaranteed,48900,Wilmington - NC,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000617677,0126179,37,NC,North Carolina,62700,179,2518,1383,10.9399995803833,4004,,95.36000061035156
1,Loan originated,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,77,5,,,,,White,,,,,2,Female,0,2013,0116.03,2,Not Hispanic or Latino,2,,,,,Asian,,,,,1,Male,129,New Hanover County,,,,,,,6,Quality edit failure only,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,3,VA-guaranteed,48900,Wilmington - NC,1,Owner-occupied as a principal dwelling,1,Preapproval was requested,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000617677,0131765,37,NC,North Carolina,62700,178,2540,1860,28.81999969482422,7436,,110.83000183105469
1,Loan originated,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,81,5,,,,,White,,,,,1,Male,0,2013,0202.01,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,19,Brunswick County,,,,,,,6,Quality edit failure only,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,3,VA-guaranteed,48900,Wilmington - NC,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000617677,0135713,37,NC,North Carolina,62700,151,1122,852,26.420000076293945,3300,,127.7699966430664
1,Loan originated,9,CFPB,Consumer Financial Protection Bureau,3,"Information not provided by applicant in mail, Internet, or telephone application",259,6,,,,,"Information not provided by applicant in mail, Internet, or telephone application",,,,,1,Male,0,2013,0205.09,3,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,"Information not provided by applicant in mail, Internet, or telephone application",,,,,2,Female,19,Brunswick County,,,,,,,6,Quality edit failure only,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,48900,Wilmington - NC,2,Not owner-occupied as a principal dwelling,1,Preapproval was requested,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000617677,0135707,37,NC,North Carolina,62700,205,3310,1742,13.539999961853027,4402,,95.58999633789062
6,Loan purchased by the institution,9,CFPB,Consumer Financial Protection Bureau,4,Not applicable,,7,,,,,Not applicable,,,,,4,Not applicable,2,2013,0213.11,4,Not applicable,7,,,,,Not applicable,,,,,4,Not applicable,7,Benton County,,,,,,,,,2,Not a HOEPA loan,4,Not applicable,3,Refinancing,1,Conventional,22220,"Fayetteville, Springdale, Rogers - AR, MO",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),3,Freddie Mac (FHLMC),0000852320,0153227,5,AR,Arkansas,56700,152,1633,1270,12.260000228881836,4395,,132.32000732421875
3,Application denied by financial institution,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,241,5,,,,,White,,,,,2,Female,0,2013,0205.09,2,Not Hispanic or Latino,4,,,,,Native Hawaiian or Other Pacific Islander,,,,,1,Male,19,Brunswick County,5,,,"Insufficient cash (downpayment, closing costs)",,,6,Quality edit failure only,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,3,VA-guaranteed,48900,Wilmington - NC,1,Owner-occupied as a principal dwelling,2,Preapproval was not requested,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000617677,0128931,37,NC,North Carolina,62700,269,3310,1742,13.539999961853027,4402,,95.58999633789062
3,Application denied by financial institution,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,55,3,,,,,Black or African American,,,,,2,Female,0,2013,0206.03,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,19,Brunswick County,3,,,Credit history,,,6,Quality edit failure only,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,48900,Wilmington - NC,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000617677,0140192,37,NC,North Carolina,62700,60,1128,558,41.04999923706055,2509,,73.05000305175781
2,Application approved but not accepted,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,42,5,,,,,White,,,,,1,Male,0,2013,0116.06,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,129,New Hanover County,,,,,,,6,Quality edit failure only,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,48900,Wilmington - NC,1,Owner-occupied as a principal dwelling,2,Preapproval was not requested,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000617677,0137022,37,NC,North Carolina,62700,91,1709,1249,21.860000610351562,4176,,103.72000122070312
6,Loan purchased by the institution,9,CFPB,Consumer Financial Protection Bureau,4,Not applicable,,7,,,,,Not applicable,,,,,4,Not applicable,2,2013,0210.01,4,Not applicable,7,,,,,Not applicable,,,,,4,Not applicable,7,Benton County,,,,,,,,,2,Not a HOEPA loan,4,Not applicable,1,Home purchase,1,Conventional,22220,"Fayetteville, Springdale, Rogers - AR, MO",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),3,Freddie Mac (FHLMC),0000852320,0153738,5,AR,Arkansas,56700,164,1795,1236,13.970000267028809,5167,,83.37999725341797
1,Loan originated,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,215,5,,,,,White,,,,,2,Female,0,2013,9201.01,2,Not Hispanic or Latino,5,,,,,White,,,,,1,Male,141,Pender County,,,,,,,6,Quality edit failure only,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,48900,Wilmington - NC,2,Not owner-occupied as a principal dwelling,2,Preapproval was not requested,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000617677,0131710,37,NC,North Carolina,62700,248,1248,192,3.799999952316284,368,,113.25
1,Loan originated,9,CFPB,Consumer Financial Protection Bureau,3,"Information not provided by applicant in mail, Internet, or telephone application",175,6,,,,,"Information not provided by applicant in mail, Internet, or telephone application",,,,,3,"Information not provided by applicant in mail, Internet, or telephone application",0,2013,0202.02,3,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,"Information not provided by applicant in mail, Internet, or telephone application",,,,,3,"Information not provided by applicant in mail, Internet, or telephone application",19,Brunswick County,,,,,,,6,Quality edit failure only,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,48900,Wilmington - NC,2,Not owner-occupied as a principal dwelling,1,Preapproval was requested,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000617677,0130694,37,NC,North Carolina,62700,350,2155,1563,16.940000534057617,5719,,102.75
3,Application denied by financial institution,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,179,5,,,,,White,,,,,1,Male,0,2013,0204.02,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,19,Brunswick County,7,,,Credit application incomplete,,,6,Quality edit failure only,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,48900,Wilmington - NC,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000619877,0000576,37,NC,North Carolina,62700,317,4677,1071,6.869999885559082,2359,,109.98999786376953
1,Loan originated,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,66,5,,,,,White,,,,,2,Female,0,2013,0117.01,2,Not Hispanic or Latino,5,,,,,White,,,,,1,Male,129,New Hanover County,,,,,,,6,Quality edit failure only,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,48900,Wilmington - NC,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),0000619877,0001900,37,NC,North Carolina,62700,163,1891,1453,12.8100004196167,4409,,122.52999877929688
6,Loan purchased by the institution,9,CFPB,Consumer Financial Protection Bureau,4,Not applicable,,7,,,,,Not applicable,,,,,4,Not applicable,2,2013,0203.02,4,Not applicable,7,,,,,Not applicable,,,,,4,Not applicable,7,Benton County,,,,,,,,,2,Not a HOEPA loan,4,Not applicable,1,Home purchase,1,Conventional,22220,"Fayetteville, Springdale, Rogers - AR, MO",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),3,Freddie Mac (FHLMC),0000852320,0154079,5,AR,Arkansas,56700,130,1273,648,46.72999954223633,3777,,77.33999633789062
6,Loan purchased by the institution,9,CFPB,Consumer Financial Protection Bureau,4,Not applicable,,7,,,,,Not applicable,,,,,4,Not applicable,2,2013,0213.11,4,Not applicable,7,,,,,Not applicable,,,,,4,Not applicable,7,Benton County,,,,,,,,,2,Not a HOEPA loan,4,Not applicable,1,Home purchase,2,FHA-insured,22220,"Fayetteville, Springdale, Rogers - AR, MO",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),2,Ginnie Mae (GNMA),0000852320,0153388,5,AR,Arkansas,56700,114,1633,1270,12.260000228881836,4395,,132.32000732421875
1,Loan originated,9,CFPB,Consumer Financial Protection Bureau,3,"Information not provided by applicant in mail, Internet, or telephone application",220,6,,,,,"Information not provided by applicant in mail, Internet, or telephone application",,,,,3,"Information not provided by applicant in mail, Internet, or telephone application",0,2013,0117.03,3,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,"Information not provided by applicant in mail, Internet, or telephone application",,,,,3,"Information not provided by applicant in mail, Internet, or telephone application",129,New Hanover County,,,,,,,6,Quality edit failure only,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,48900,Wilmington - NC,1,Owner-occupied as a principal dwelling,2,Preapproval was not requested,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000617677,0131444,37,NC,North Carolina,62700,464,1667,1383,7.309999942779541,3802,,207.00999450683594
1,Loan originated,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,153,5,,,,,White,,,,,1,Male,0,2013,0205.07,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,19,Brunswick County,,,,,,,6,Quality edit failure only,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,48900,Wilmington - NC,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),3,Freddie Mac (FHLMC),0000619877,0001465,37,NC,North Carolina,62700,141,2956,2248,10.140000343322754,6043,,89.91000366210938
1,Loan originated,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,94,5,,,,,White,,,,,1,Male,0,2013,0115.00,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,129,New Hanover County,,,,,,,6,Quality edit failure only,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,3,VA-guaranteed,48900,Wilmington - NC,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),2,Ginnie Mae (GNMA),0000619877,0003577,37,NC,North Carolina,62700,183,3250,2348,34.16999816894531,7990,,90.26000213623047
6,Loan purchased by the institution,9,CFPB,Consumer Financial Protection Bureau,4,Not applicable,,7,,,,,Not applicable,,,,,4,Not applicable,2,2013,0213.05,4,Not applicable,7,,,,,Not applicable,,,,,4,Not applicable,7,Benton County,,,,,,,,,2,Not a HOEPA loan,4,Not applicable,3,Refinancing,1,Conventional,22220,"Fayetteville, Springdale, Rogers - AR, MO",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),3,Freddie Mac (FHLMC),0000852320,0155052,5,AR,Arkansas,56700,120,1510,1019,16.229999542236328,4227,,98.70999908447266
6,Loan purchased by the institution,9,CFPB,Consumer Financial Protection Bureau,4,Not applicable,,7,,,,,Not applicable,,,,,4,Not applicable,2,2013,0213.05,4,Not applicable,7,,,,,Not applicable,,,,,4,Not applicable,7,Benton County,,,,,,,,,2,Not a HOEPA loan,4,Not applicable,1,Home purchase,4,FSA/RHS-guaranteed,22220,"Fayetteville, Springdale, Rogers - AR, MO",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),2,Ginnie Mae (GNMA),0000852320,0153414,5,AR,Arkansas,56700,112,1510,1019,16.229999542236328,4227,,98.70999908447266
1,Loan originated,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,80,5,,,,,White,,,,,1,Male,0,2013,0120.07,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,129,New Hanover County,,,,,,,6,Quality edit failure only,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,3,VA-guaranteed,48900,Wilmington - NC,1,Owner-occupied as a principal dwelling,2,Preapproval was not requested,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000617677,0132880,37,NC,North Carolina,62700,112,1602,1084,11.180000305175781,3935,,91.1500015258789
2,Application approved but not accepted,9,CFPB,Consumer Financial Protection Bureau,3,"Information not provided by applicant in mail, Internet, or telephone application",148,6,,,,,"Information not provided by applicant in mail, Internet, or telephone application",,,,,3,"Information not provided by applicant in mail, Internet, or telephone application",0,2013,9202.02,3,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,"Information not provided by applicant in mail, Internet, or telephone application",,,,,3,"Information not provided by applicant in mail, Internet, or telephone application",141,Pender County,,,,,,,6,Quality edit failure only,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,48900,Wilmington - NC,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000619877,0002287,37,NC,North Carolina,62700,138,2744,2331,5.869999885559082,6164,,149.89999389648438
6,Loan purchased by the institution,9,CFPB,Consumer Financial Protection Bureau,4,Not applicable,,7,,,,,Not applicable,,,,,4,Not applicable,2,2013,0206.03,4,Not applicable,7,,,,,Not applicable,,,,,4,Not applicable,7,Benton County,,,,,,,,,2,Not a HOEPA loan,4,Not applicable,3,Refinancing,1,Conventional,22220,"Fayetteville, Springdale, Rogers - AR, MO",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),3,Freddie Mac (FHLMC),0000852320,0155839,5,AR,Arkansas,56700,135,1416,994,28.969999313354492,5519,,192.2899932861328
1,Loan originated,9,CFPB,Consumer Financial Protection Bureau,3,"Information not provided by applicant in mail, Internet, or telephone application",219,6,,,,,"Information not provided by applicant in mail, Internet, or telephone application",,,,,1,Male,0,2013,9201.02,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,141,Pender County,,,,,,,6,Quality edit failure only,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,48900,Wilmington - NC,2,Not owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),0000619877,0000185,37,NC,North Carolina,62700,210,1610,353,7.130000114440918,1094,,108.4800033569336
1,Loan originated,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,69,5,,,,,White,,,,,1,Male,0,2013,9202.02,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,141,Pender County,,,,,,,6,Quality edit failure only,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,48900,Wilmington - NC,1,Owner-occupied as a principal dwelling,2,Preapproval was not requested,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000617677,0135180,37,NC,North Carolina,62700,180,2744,2331,5.869999885559082,6164,,149.89999389648438
1,Loan originated,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,59,5,,,,,White,,,,,1,Male,0,2013,0121.05,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,129,New Hanover County,,,,,,,6,Quality edit failure only,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,3,VA-guaranteed,48900,Wilmington - NC,1,Owner-occupied as a principal dwelling,2,Preapproval was not requested,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000617677,0134158,37,NC,North Carolina,62700,170,4303,3234,11.199999809265137,11361,,104.16999816894531
1,Loan originated,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,53,5,,,,,White,,,,,2,Female,0,2013,0204.02,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,19,Brunswick County,,,,,,,6,Quality edit failure only,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,48900,Wilmington - NC,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),3,Freddie Mac (FHLMC),0000619877,0003323,37,NC,North Carolina,62700,140,4677,1071,6.869999885559082,2359,,109.98999786376953
1,Loan originated,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,68,5,,,,,White,,,,,1,Male,0,2013,0205.04,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,19,Brunswick County,,,,,,,6,Quality edit failure only,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,48900,Wilmington - NC,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),0000619877,0003997,37,NC,North Carolina,62700,97,768,573,12.399999618530273,1443,,134.27999877929688
