action_taken,action_taken_name,agency_code,agency_abbr,agency_name,applicant_ethnicity,applicant_ethnicity_name,applicant_income_000s,applicant_race_1,applicant_race_2,applicant_race_3,applicant_race_4,applicant_race_5,applicant_race_name_1,applicant_race_name_2,applicant_race_name_3,applicant_race_name_4,applicant_race_name_5,applicant_sex,applicant_sex_name,application_date_indicator,as_of_year,census_tract_number,co_applicant_ethnicity,co_applicant_ethnicity_name,co_applicant_race_1,co_applicant_race_2,co_applicant_race_3,co_applicant_race_4,co_applicant_race_5,co_applicant_race_name_1,co_applicant_race_name_2,co_applicant_race_name_3,co_applicant_race_name_4,co_applicant_race_name_5,co_applicant_sex,co_applicant_sex_name,county_code,county_name,denial_reason_1,denial_reason_2,denial_reason_3,denial_reason_name_1,denial_reason_name_2,denial_reason_name_3,edit_status,edit_status_name,hoepa_status,hoepa_status_name,lien_status,lien_status_name,loan_purpose,loan_purpose_name,loan_type,loan_type_name,msamd,msamd_name,owner_occupancy,owner_occupancy_name,preapproval,preapproval_name,property_type,property_type_name,purchaser_type,purchaser_type_name,respondent_id,sequence_number,state_code,state_abbr,state_name,hud_median_family_income,loan_amount_000s,number_of_1_to_4_family_units,number_of_owner_occupied_units,minority_population,population,rate_spread,tract_to_msamd_income
1,Loan originated,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,326,5,,,,,White,,,,,1,Male,0,2012,0007.00,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,23,Humboldt County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,,,2,Not owner-occupied as a principal dwelling,2,Preapproval was not requested,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),0000143662,0012612,6,CA,California,57900,173,2315,1329,17.540000915527344,5360,,118.37999725341797
1,Loan originated,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,135,5,,,,,White,,,,,1,Male,0,2012,0110.00,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,23,Humboldt County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,2,FHA-insured,,,1,Owner-occupied as a principal dwelling,2,Preapproval was not requested,1,One-to-four family dwelling (other than manufactured housing),2,Ginnie Mae (GNMA),0000143662,0012211,6,CA,California,57900,275,1651,1258,20.09000015258789,4386,,91.11000061035156
1,Loan originated,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,82,5,,,,,White,,,,,1,Male,0,2012,0008.00,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,103,Tehama County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,,,2,Not owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),0000143662,0012757,6,CA,California,57900,180,1523,939,40.779998779296875,4112,,58.38999938964844
1,Loan originated,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,999,5,,,,,White,,,,,1,Male,0,2012,0117.00,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,45,Mendocino County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,,,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000143662,0012242,6,CA,California,57900,357,1486,1081,39.88999938964844,4181,,155.1699981689453
1,Loan originated,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,100,5,,,,,White,,,,,1,Male,0,2012,0001.01,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,43,Mariposa County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,,,2,Not owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),0000146672,0019901,6,CA,California,57900,142,1937,949,18.68000030517578,3929,,104.02999877929688
3,Application denied by financial institution,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,97,5,,,,,White,,,,,1,Male,0,2012,0108.00,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,23,Humboldt County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,,,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000143662,0012673,6,CA,California,57900,236,1835,1040,24.100000381469727,4785,,86.19999694824219
1,Loan originated,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,,5,,,,,White,,,,,1,Male,0,2012,0104.00,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,23,Humboldt County,,,,,,,6,Quality edit failure only,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,2,FHA-insured,,,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000143662,0012235,6,CA,California,57900,307,1463,1038,17.059999465942383,3688,,110.1500015258789
1,Loan originated,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,161,5,,,,,White,,,,,1,Male,0,2012,0012.00,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,109,Tuolumne County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,,,2,Not owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),0000143662,0012857,6,CA,California,57900,165,1637,760,18.079999923706055,3678,,105.04000091552734
4,Application withdrawn by applicant,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,41,5,,,,,White,,,,,1,Male,0,2012,0009.00,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,103,Tehama County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,,,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000143662,0012308,6,CA,California,57900,85,1640,885,29.93000030517578,3678,,99.52999877929688
1,Loan originated,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,52,5,,,,,White,,,,,1,Male,0,2012,0002.02,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,15,Del Norte County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,,,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),0000146672,0021320,6,CA,California,57900,150,1916,1054,27.90999984741211,3655,,104.3499984741211
3,Application denied by financial institution,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,55,5,,,,,White,,,,,1,Male,0,2012,0106.00,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,23,Humboldt County,4,,,Collateral,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,,,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000146672,0017322,6,CA,California,57900,247,834,626,9.960000038146973,1798,,137.0
1,Loan originated,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,67,5,,,,,White,,,,,2,Female,0,2012,0003.00,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,23,Humboldt County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,,,1,Owner-occupied as a principal dwelling,2,Preapproval was not requested,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000143662,0012307,6,CA,California,57900,229,2267,1480,26.950000762939453,5544,,98.0
2,Application approved but not accepted,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,68,2,,,,,Asian,,,,,1,Male,0,2012,0002.00,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,105,Trinity County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,,,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000146672,0017005,6,CA,California,57900,328,1469,708,17.579999923706055,2281,,76.66000366210938
3,Application denied by financial institution,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,87,5,,,,,White,,,,,2,Female,0,2012,0105.01,2,Not Hispanic or Latino,5,,,,,White,,,,,1,Male,23,Humboldt County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,2,FHA-insured,,,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000143662,0012472,6,CA,California,57900,243,2729,1605,19.43000030517578,6635,,94.9800033569336
2,Application approved but not accepted,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,38,5,,,,,White,,,,,1,Male,0,2012,0104.00,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,21,Glenn County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,2,FHA-insured,,,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000146672,0023601,6,CA,California,57900,121,2916,1861,40.04999923706055,7636,,85.20999908447266
1,Loan originated,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,276,5,,,,,White,,,,,1,Male,0,2012,0007.01,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,57,Nevada County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,,,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),0000146672,0017686,6,CA,California,57900,252,3650,2715,9.529999732971191,7436,,136.00999450683594
6,Loan purchased by the institution,9,CFPB,Consumer Financial Protection Bureau,3,"Information not provided by applicant in mail, Internet, or telephone application",,6,,,,,"Information not provided by applicant in mail, Internet, or telephone application",,,,,3,"Information not provided by applicant in mail, Internet, or telephone application",2,2012,0112.00,3,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,"Information not provided by applicant in mail, Internet, or telephone application",,,,,3,"Information not provided by applicant in mail, Internet, or telephone application",45,Mendocino County,,,,,,,,,2,Not a HOEPA loan,4,Not applicable,1,Home purchase,2,FHA-insured,,,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000146672,0004216,6,CA,California,57900,367,1429,742,41.630001068115234,3293,,80.30000305175781
1,Loan originated,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,57,5,,,,,White,,,,,2,Female,0,2012,0002.00,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,23,Humboldt County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,,,2,Not owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),0000146672,0018887,6,CA,California,57900,215,2267,1061,29.65999984741211,6211,,91.4800033569336
2,Application approved but not accepted,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,311,5,,,,,White,,,,,1,Male,0,2012,0002.10,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,9,Calaveras County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,,,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000143662,0012515,6,CA,California,57900,253,4193,3393,20.5,9515,,135.0500030517578
1,Loan originated,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,99,5,,,,,White,,,,,1,Male,0,2012,0110.00,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,23,Humboldt County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,,,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),0000146672,0025541,6,CA,California,57900,175,1651,1258,20.09000015258789,4386,,91.11000061035156
4,Application withdrawn by applicant,9,CFPB,Consumer Financial Protection Bureau,3,"Information not provided by applicant in mail, Internet, or telephone application",,6,,,,,"Information not provided by applicant in mail, Internet, or telephone application",,,,,3,"Information not provided by applicant in mail, Internet, or telephone application",0,2012,0004.00,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,103,Tehama County,,,,,,,6,Quality edit failure only,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,3,VA-guaranteed,,,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000146672,0017825,6,CA,California,57900,224,2229,1824,14.8100004196167,5508,,114.79000091552734
6,Loan purchased by the institution,9,CFPB,Consumer Financial Protection Bureau,3,"Information not provided by applicant in mail, Internet, or telephone application",,6,,,,,"Information not provided by applicant in mail, Internet, or telephone application",,,,,3,"Information not provided by applicant in mail, Internet, or telephone application",2,2012,0011.00,3,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,"Information not provided by applicant in mail, Internet, or telephone application",,,,,3,"Information not provided by applicant in mail, Internet, or telephone application",103,Tehama County,,,,,,,,,2,Not a HOEPA loan,4,Not applicable,1,Home purchase,2,FHA-insured,,,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000146672,0007347,6,CA,California,57900,159,2391,1482,47.72999954223633,7523,,69.33000183105469
2,Application approved but not accepted,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,159,5,,,,,White,,,,,2,Female,0,2012,0005.02,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,63,Plumas County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,,,2,Not owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000146672,0019271,6,CA,California,57900,398,3304,945,7.230000019073486,1811,,116.66000366210938
1,Loan originated,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,96,5,,,,,White,,,,,1,Male,0,2012,0032.00,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,109,Tuolumne County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,,,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),3,Freddie Mac (FHLMC),0000143662,0012640,6,CA,California,57900,397,2515,1629,17.68000030517578,5765,,93.01000213623047
3,Application denied by financial institution,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,90,5,,,,,White,,,,,1,Male,0,2012,0003.00,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,103,Tehama County,4,,,Collateral,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,,,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000146672,0025565,6,CA,California,57900,285,1939,1312,21.1299991607666,4515,,84.22000122070312
1,Loan originated,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,119,5,,,,,White,,,,,1,Male,0,2012,0001.02,1,Hispanic or Latino,5,,,,,White,,,,,2,Female,51,Mono County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,,,2,Not owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),0000146672,0018511,6,CA,California,57900,158,1784,550,29.780000686645508,2502,,99.69999694824219
1,Loan originated,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,27,5,,,,,White,,,,,2,Female,0,2012,0109.01,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,23,Humboldt County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,,,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),0000146672,0008593,6,CA,California,57900,132,1451,876,29.25,4533,,74.26000213623047
3,Application denied by financial institution,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,148,5,,,,,White,,,,,1,Male,0,2012,0114.00,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,45,Mendocino County,9,,,Other,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,,,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000146672,0019662,6,CA,California,57900,329,1682,1193,21.68000030517578,4469,,144.5
4,Application withdrawn by applicant,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,45,5,,,,,White,,,,,2,Female,0,2012,0007.00,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,23,Humboldt County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,,,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000143662,0012691,6,CA,California,57900,164,2315,1329,17.540000915527344,5360,,118.37999725341797
6,Loan purchased by the institution,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,87,5,,,,,White,,,,,1,Male,2,2012,0041.00,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,109,Tuolumne County,,,,,,,,,2,Not a HOEPA loan,4,Not applicable,1,Home purchase,2,FHA-insured,,,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),2,Ginnie Mae (GNMA),0000146672,0027680,6,CA,California,57900,265,2304,1656,12.170000076293945,5358,,95.75
1,Loan originated,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,82,5,,,,,White,,,,,1,Male,0,2012,0042.00,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,109,Tuolumne County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,,,2,Not owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),0000146672,0019268,6,CA,California,57900,149,3603,1371,12.010000228881836,3954,,122.41000366210938
1,Loan originated,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,,5,,,,,White,,,,,1,Male,0,2012,0004.02,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,57,Nevada County,,,,,,,6,Quality edit failure only,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,2,FHA-insured,,,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),2,Ginnie Mae (GNMA),0000146672,0008608,6,CA,California,57900,285,3019,2200,13.65999984741211,6926,,123.2300033569336
1,Loan originated,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,47,5,,,,,White,,,,,1,Male,0,2012,0403.03,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,35,Lassen County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,2,FHA-insured,,,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),2,Ginnie Mae (GNMA),0000146672,0020122,6,CA,California,57900,123,1735,1122,27.459999084472656,3616,,123.7699966430664
